type,title,summary,link,category
Libro,Sea el mejor líder que pueda,"Cuando la mayoría de las personas de negocios tratan de definir la “presencia ejecutiva” dicen: “La reconozco cuando la veo”. Una definición formal de presencia ejecutiva podría no interesarle a todo el mundo, pero los gerentes que creen que su búsqueda de promoción ha sido obstaculizada, necesitan saber qué hacer si sus jefes piensan que carecen de esta cualidad crucial. Sin poder ofrecer una razón más concreta para bloquear su camino, los jefes quizá piensan: “No lo puedo promover porque le falta una cualidad especial que no puedo decirle qué es”. La consultora Suzanne Bates, de manera práctica, explica la esencia de la presencia ejecutiva, por qué es importante y cómo la puede desarrollar, y la divide en tres dimensiones con 15 facetas de conducta. getAbstract recomienda su manual perspicaz como una guía útil para ejecutivos con ambiciones, fundadores de empresas nuevas en búsqueda de inversionistas y responsables de recursos humanos que se preguntan cómo definir lo que saben que están buscando.",https://www.getabstract.com/es/resumen/sea-el-mejor-lider-que-pueda/31835,leadership
Libro,El lado humano de la empresa,"Douglas McGregor fue un jefe excelente. Sensato, ingenioso y perceptivo, tenía un respeto extraordinario por sus empleados y creía que, si tuvieran la oportunidad, serían entusiastas, éticos y responsables en el lugar de trabajo. Creía tanto en esto que escribió este libro en 1960 y cambió para siempre la administración, cuya filosofía predominante en ese entonces era que la gente era inherentemente perezosa, y sólo trabajaba si se la forzaba y castigaba. McGregor tenía sólo 58 años cuando murió en 1964, pero sus contribuciones a la teoría y práctica de la administración garantizan la larga vida de su legado. En su introducción a esta edición del clásico de McGregor, el comentarista Joel Cutcher-Gershenfeld señala que en el 2004 y el 2005 – casi 50 años después de que se publicó – los periodistas de negocios y los teóricos todavía se referían a la obra de McGregor repetidamente en sus publicaciones. Además, su filosofía y sus principios se pueden aplicar a la vida y relaciones cotidianas. McGregor tiene tendencia a escribir de más y, a ratos, regresa a territorios que ya abarcó. Pero son sólo sutilezas. getAbstract cree que este convincente libro alterará sus puntos de vista sobre la administración y sus compañeros de trabajo. Si supervisa personal y aún no lo ha leído, ¿qué espera?",https://www.getabstract.com/es/resumen/el-lado-humano-de-la-empresa/14550,leadership
Video,¿Quién es usted en realidad?,"El profesor de Cambridge Brian Little sube al escenario de TED para describir los límites de la psicología de rasgos, que evalúa en dónde se ubican las personas en el espectro de cinco rasgos: apertura a nuevas experiencias, responsabilidad, extroversión, amabilidad y neurosis. Aunque la psicología de rasgos es informativa, Little afirma que examinar los rasgos gratuitos, es decir, nuestro comportamiento fuera de carácter, es más revelador. getAbstract recomienda esta ingeniosa conferencia a quienes buscan entender más profundamente la personalidad. La investigación de Little puede ayudarle a convertirse en un mejor líder, mejor motivador y mejor colaborador.",https://www.getabstract.com/es/resumen/quien-es-usted-en-realidad/31877,leadership
Libro,Su negocio tiene fugas,"¿Su compañía es un cubo con un agujero? Diferentes problemas, grandes y pequeños, pueden generar agujeros en las utilidades de su organización. El consultor y coach Howard M. Shore da cuenta de cómo y cuándo surgen estos problemas y explica cómo tapar las 15 fugas más frecuentes que se relacionan con personas, estrategia y ejecución. Sus perspicaces consejos abordan las realidades de los negocios en un tono práctico y ameno. getAbstract recomienda el manual de Shore como una útil lista de cosas por hacer para líderes de negocios.",https://www.getabstract.com/es/resumen/su-negocio-tiene-fugas/31452,leadership
Libro,Llenando espacios,"Para mejorar la vida de millones de personas, los emprendedores sociales tienen mucho que aportar. Ellos emplean sus habilidades para generar mecanismos innovadores que beneficien a la sociedad y a las empresas que se atreven a participar en el bien colectivo. En esta obra, el experto en liderazgo Juan David Aristizábal Ospina explica qué es un emprendedor social, la importancia de su labor y sus características. Además, lo hace en un contexto específico: Colombia. Ospina comparte historias de éxito de personas que generaron una transformación radical en una situación problemática mediante proyectos innovadores. Es una lectura ágil, clara, enriquecedora e inspiradora. Aunque los ejemplos son de Colombia, el contenido es válido para cualquier parte del mundo, pues aunque la necesidad de contar con emprendimientos sociales es universal. getAbstract considera que esta obra será útil para los empresarios interesados en mejorar la sociedad al mejorar sus empresas, y para quienes deseen crear, hoy, un mejor mañana.",https://www.getabstract.com/es/resumen/llenando-espacios/30431,leadership
Libro,El arte de dirigir,"El especialista en planeación estratégica Mario Borghino plantea que el éxito se puede alcanzar mediante el comportamiento individual y que las personas que cultivan el liderazgo deben buscar el trabajo en equipo. Esta obra, aunque un tanto repetitiva, sugiere las bases éticas que deben seguir los líderes que quieren alcanzar sus metas a largo plazo, adecuándose a los cambios que se están obrando en la cultura empresarial y logrando un apropiado balance entre la vida personal y laboral. getAbstract recomienda su lectura a cualquier persona que quiera lograr un cambio en su vida.",https://www.getabstract.com/es/resumen/el-arte-de-dirigir/29846,leadership
Libro,Con los pies en la tierra,"De acuerdo con el psicólogo organizacional Bob Rosen, tener fuertes raíces en seis áreas de la salud personal influye en lo que hace y cómo se desempeña como líder saludable. Rosen explica cómo su bienestar físico, emocional, intelectual, social, vocacional y espiritual afecta su trabajo como líder. Su tratado subraya los valores, metas, hábitos y capacidades de liderazgo, e inspira a reflexionar, mediante preguntas provocadoras. Cada capítulo empieza con señales de alerta que indican el declive de la salud de liderazgo. getAbstract recomienda el alimento saludable de Rosen para la mente a los líderes nuevos y actuales que aspiren a lograr prácticas de liderazgo más conscientes y más saludables.",https://www.getabstract.com/es/resumen/con-los-pies-en-la-tierra/30309,leadership
Libro,El hombre que escucha a los caballos,"El hombre que escucha a los caballos es una metodología para la doma de caballos desarrollada por el entrenador equino Monty Roberts. En él cuenta la historia de su vida y cómo llegó a desarrollar un método que se basa en la confianza que, si se lee como metáfora y se aplica a las relaciones humanas, puede ser útil para la gestión empresarial. Sus lecciones pueden traducirse en enseñanzas para el entrenamiento y gestión de equipos, por lo que getAbstract invita a explorar esta obra a empresarios, encargados de recursos humanos y a todas las personas que busquen mejorar sus relaciones en general.",https://www.getabstract.com/es/resumen/el-hombre-que-escucha-a-los-caballos/29952,leadership
Libro,Lo pequeño es importante,"Valerse de la persuasión para cambiar el comportamiento de otra persona no exige un esfuerzo descomunal. Las pequeñas cosas fomentan grandes cambios. Como lo demuestran los científicos del comportamiento y profesores Steve J. Martin, Noah J. Goldstein y Robert B. Cialdini, los pequeños cambios en la vida diaria pueden generar cambios importantes en la manera que la gente actúa. Con base en numerosos estudios científicos, los autores aportan una visión muy interesante del comportamiento humano y ofrecen ejemplos reveladores. getAbstract recomienda esta fascinante experiencia educativa a directores, mercadólogos y a quien necesite persuadir.",https://www.getabstract.com/es/resumen/lo-pequeno-es-importante/30329,leadership
Libro,El liderazgo enfocado,"El mundo actual es digital y su método de comunicación preferido es el video. Si trata su video corporativo como algo tangencial, produciendo reportajes o películas de ventas exagerados, está desperdiciando oportunidades cruciales. Los líderes inteligentes entienden la importancia de utilizar videos para crear conexiones con los interesados o, como los llama el director Vern Oakley, con su “tribu”. No obstante, Oakley no ahonda de manera en la cinematografía en sí. En cambio, se centra en cómo los líderes pueden mejorar sus actuaciones en los videos. getAbstract recomienda su consejo a los ejecutivos que intentan sentirse a gusto y ser persuasivos y auténticos en las películas.",https://www.getabstract.com/es/resumen/el-liderazgo-enfocado/30311,leadership
Libro,El arte de la autenticidad,"En esta nueva era, usted debe hacer algo más que dirigir su carrera profesional. Debe actuar con valentía y autenticidad en todos los ámbitos sociales. Esto exige el desarrollo y entendimiento de cada entorno social a su alrededor. Cuando actúa con autenticidad, adopta diferentes aspectos de sí mismo según el contexto. Los líderes auténticos trascienden la conciencia de sí mismos para llegar a la conciencia de las versiones de sí mismos, lo cual exige disciplina, capacidad de ejecución y destreza. La coach de ejecutivos Karissa Thacker detalla cómo reconocer y habitar las versiones auténticas de sí mismo en su revelador manual de liderazgo, y brinda ejercicios para lograrlo. getAbstract recomienda sus métodos a ejecutivos sénior, gerentes y todos los profesionales que quieran potenciar al máximo sus habilidades a través de un provechoso autoanálisis.",https://www.getabstract.com/es/resumen/el-arte-de-la-autenticidad/29476,leadership
Video,"Para criar niñas valientes, anímelas a la aventura","No es raro que Juanito trepe por doquier en los juegos infantiles, mientras que Anita titubea en lo alto del tobogán. Muchos padres alientan a sus hijos a participar en juegos rudos, pero piden a sus hijas que sean precavidas y tengan cuidado. Caroline Paul, autora exitosa del New York Times, explica por qué esta tendencia le niega a las niñas la oportunidad de desarrollar valentía y confianza en sí mismas, herramientas esenciales para abrirse camino en el mundo. getAbstract recomienda estos valientes consejos a todos los padres, y a las niñas y mujeres de todas las edades.",https://www.getabstract.com/es/resumen/para-criar-ninas-valientes-animelas-a-la-aventura/30109,leadership
Libro,El camino del gerente,"Camille Fournier, directora administrativa y jefa de ingeniería de plataformas en Two Sigma, así como ex vicepresidente de tecnología en Goldman Sachs y directora de tecnología en Rent the Runway, explica cómo la administración de calidad impulsa la ingeniería sana, la armonía en el lugar de trabajo y las ganancias futuras. Refuta la idea extendida entre los ingenieros de software de que las labores gerenciales son una habilidad “suave” que requiere menos fuerza de voluntad que la ingeniería. Los ejemplos de la vida real de Fournier ilustran su argumento de que la buena administración es importante en cualquier área. Ofrece sorpresas interesantes y una guía sensata para ingenieros de software que buscan un cambio hacia la administración y para aquellos que hayan sido promovidos a un puesto gerencial, a pesar de ellos. getAbstract recomienda su útil guía de carrera para ingenieros jefe de tecnología y, en particular, para gerentes de ingeniería de software.",https://www.getabstract.com/es/resumen/el-camino-del-gerente/33448,leadership
Libro,Sea el jefe para el que todos quieren trabajar,"La mayoría de los líderes nuevos casi no recibe capacitación. El psicólogo William Gentry ayuda a llenar este vacío con herramientas, consejos y guía para supervisores, gerentes y directores de nivel básico y primer nivel. Su meta es ayudarle a darle vuelta al guion: invertir la mentalidad, las habilidades, las relaciones, la actitud, la perspectiva y el enfoque para convertirse en un líder efectivo. Aunque sus consejos no sean revolucionarios, Gentry usa una investigación sólida y experiencia personal relevante. El libro incluye ejercicios prácticos para aprender las habilidades de liderazgo que se discuten. getAbstract recomienda esta guía sensata a todo aquel que haya sido ascendido recientemente a puestos de liderazgo y a quienes capaciten a líderes.",https://www.getabstract.com/es/resumen/sea-el-jefe-para-el-que-todos-quieren-trabajar/29636,leadership
Libro,Liderar con carácter y competencia,"Todos los días, en todas las acciones, usted elige si quiere ser un líder. Para aumentar sus habilidades de liderazgo, debe forjar su competencia y carácter para trabajar con eficiencia e inspirar a otros a que lo sigan. El consultor Thimoty R. Clark dice que la influencia constituye la base del liderazgo, sin importar en cuántas personas influya, y que esa influencia también requiere que usted sea una persona capaz y de buen carácter. getAbstract recomienda su presentación a quienes están trabajando para convertirse en líderes o para ser mejores líderes, independientemente de su posición actual.",https://www.getabstract.com/es/resumen/liderar-con-caracter-y-competencia/29635,leadership
Libro,Una patada en el trasero para el liderazgo,"El consultor en liderazgo Bill Treasurer dirigía un equipo de clavados de gran altura que realizaba exhibiciones. Para obtener los resultados que deseaba, Treasurer intimidaba a los clavadistas de su equipo. Eso cambió cuando uno de los clavadistas lo desafió. “Si nos sigues menospreciando”, le dijo el clavadista a Treasurer, “me largo”. Esta era la patada que Treasurer necesitaba para transformarse de ser un mal líder a ser uno bueno. Ahora que es un líder cabal sin marcas de patadas, Treasurer explica por qué un líder necesita a veces una buena sacudida para seguir el camino correcto. Si considera ofensivo el título de este libro, se le advierte: los términos vulgares aparecen con frecuencia. getAbstract recomienda la guía útil e inteligente de Treasurer a quienes están aprendiendo a ser líderes y a líderes experimentados que necesiten inspiración, un curso de actualización o una patada rápida.",https://www.getabstract.com/es/resumen/una-patada-en-el-trasero-para-el-liderazgo/29795,leadership
Libro,Cuando la ejecución no es suficiente,"Los líderes pueden usar el liderazgo inspirador para motivar a sus empleados e influir en los desafíos organizacionales. Claudio Feser, ejecutivo de McKinsey & Company, lo prepara para ejercer un liderazgo inspirador mediante la consolidación de su conocimiento y habilidades, partiendo de cero. Feser aborda cómo la gente aprende, cómo funciona el liderazgo y qué es lo que el uso de la influencia inspiradora puede hacer por su empresa. Para respaldar su modelo de influencia de cuatro puntos, ofrece un caso ficticio de un director ejecutivo y sus pasos al convertirse en un líder inspirador. La parábola da vida a los mensajes de Feser sobre innovación, conocimiento y liderazgo. getAbstract recomienda el enfoque de liderazgo a ejecutivos, gerentes y quienes aspiren a convertirse en líderes.",https://www.getabstract.com/es/resumen/cuando-la-ejecucion-no-es-suficiente/28985,leadership
Video,"Si una historia te conmueve, haz algo","Los seres humanos han entendido desde hace mucho el poderoso efecto emotivo de las historias. Ahora, la escritora y activista Sisonke Msimang cuestiona la efectividad de las historias como catalizadores para la acción. Explica que algunas historias resuenan tan fuertemente en los oyentes que la experiencia indirecta reemplaza a la acción y recomienda estrategias para ayudar a las audiencias a superar esta tendencia. A getAbstract recomienda ampliamente la encantadora y perspicaz plática de Msimang.",https://www.getabstract.com/es/resumen/si-una-historia-te-conmueve-haz-algo/29643,leadership
Libro,Trabajo vacío,"El investigador y doctor Roland Paulsen analiza cómo y por qué los empleados pierden tiempo pagado en actividades no laborales o trabajo vacío que no tiene nada que ver con sus empleos. Paulsen define el trabajo en términos de producción potencial y obligaciones laborales. Define el trabajo vacío según si la producción potencial es alta o baja y si las obligaciones laborales son fuertes o débiles. Los ejemplos interesantes de empleados equilibran los capítulos teóricos que podrían ser más útiles para los académicos. getAbstract recomienda la minuciosa exploración de Paulsen a académicos, investigadores y directivos de recursos humanos, servicios humanos y administración de empresas.",https://www.getabstract.com/es/resumen/trabajo-vacio/29288,leadership
Libro,Tres,"El experto en RH y coaching Ian Ziskin cubre tres tareas cruciales que enfrentan los profesionales de recursos humanos: conocerse a sí mismos, conocer los últimos avances y tendencias en RH y saber cómo escuchar y aprender de otros. Los líderes más fuertes de RH desarrollan conocimientos multidisciplinarios sobre la empresa a la que da servicio su departamento. Cultivan las relaciones con otros líderes corporativos, miembros del consejo directivo y clientes. Desafían a los altos ejecutivos y adoptan datos y analíticas. Aunque Ziskin abre pocas perspectivas nuevas, su vivaz manual es riguroso y útil. getAbstract cree que la mayoría de los profesionales y líderes empresariales se beneficiarán de la guía de Ziskin y los profesionales nuevos y experimentados de RH serán los más beneficiados.",https://www.getabstract.com/es/resumen/tres/27717,leadership
Libro,La sorprendente ciencia de las reuniones,"Las reuniones son centrales para el funcionamiento de los equipos y las organizaciones; pero las reuniones ineficientes producen efectos contraproducentes que dañan profundamente a las empresas. El profesor Steven Rogelberg, especialista en ciencia organizacional, explica cómo aplicar los conocimientos científicos para mejorar las reuniones. Con 15 años de investigación sobre reuniones en contextos organizacionales, Rogelberg ofrece explicaciones claras, consejos útiles, ejercicios reveladores, soluciones prácticas y una amplia variedad de métodos y técnicas de fácil aplicación para guiar a líderes y equipos en la organización de reuniones efectivas.",https://www.getabstract.com/es/resumen/la-sorprendente-ciencia-de-las-reuniones/37042,leadership
Libro,Indicadores clave de desempeño: KPIs,"Muchos gerentes no saben cómo medir el desempeño. Los líderes a menudo eligen indicadores clave de desempeño (KPIs) que revelan poco y en realidad no ayudan. David Parmenter, experto en KPIs, ofrece el manual definitivo, ya en su tercera edición. Explica diferentes medidas de desempeño y cómo utilizarlas para administrar su fuerza de trabajo y su organización. Esta es una lectura esencial para todo aquel que busque medir el progreso de una organización, pero si necesita principalmente los datos básicos, concéntrese en los capítulos iniciales. getAbstract recomienda este libro detallado y sustancioso para ejecutivos que quieran asegurarse de que están midiendo los factores de desempeño correctos y para gerentes que organizan y administran proyectos basados en KPIs.",https://www.getabstract.com/es/resumen/indicadores-clave-de-desempeno-kpis/26902,leadership
Libro,El efecto checklist,"Los procesos y desarrollos empresariales, científicos o tecnológicos son delicadamente susceptibles al error humano, por lo que se requieren estrategias para aumentar la eficacia y la eficiencia. Una de estas herramientas salvavidas puede ser una simple lista de comprobación o checklist. El especialista en temas de seguridad quirúrgica y conferencista TED, Atul Gawande, considera que las checklists potencian la pericia de quien las usa, dando espacio a que lo verdaderamente importante suceda sin contratiempos. Quien lea este libro pasará un rato entretenido con las anécdotas quirúrgicas, aeronáuticas, culinarias y aeroespaciales que se narran a manera de ejemplos; pero también es casi seguro que se convierta en un fanático de las checklists. Aunque este libro no es un manual, Gawande ofrece útiles modelos, ejemplos, reflexiones y consejos que pueden ayudarle a crear listas de comprobación a la medida de las características de su trabajo y su organización.",https://www.getabstract.com/es/resumen/el-efecto-checklist/29924,leadership
Libro,El contrato de liderazgo,"Liderar una empresa hoy en día es excepcionalmente exigente. Industrias que fueron estables durante décadas se enfrentan al caos diario. Empresas famosas están desapareciendo y nuevas empresas dominan sus sectores. El liderazgo inspirado es fundamental, pero muchos líderes no están a la altura del desafío. Sus empresas tienen culturas de liderazgo débiles y no tienen valores conocidos. Una encuesta dice que el 75% de los trabajadores ven a sus líderes como la peor parte de su trabajo. La mitad de los gerentes en Estados Unidos no se involucran, incluyendo el 14% que se apartan deliberadamente. Esto cuesta a las empresas entre US$319 mil millones y US$398 mil millones. El experto en liderazgo Vince Molinaro aborda esta crisis y propone soluciones viables.",https://www.getabstract.com/es/resumen/el-contrato-de-liderazgo/37507,leadership
Libro,Intuición decisiva,"El CEO de Invisible Edge, Rick Snyder, aporta un enfoque sensato para aprender a confiar en sí mismo y su intuición. Explica cómo tres tipos de intuición –direccional, social e informativa– se combinan para ayudarle a tomar mejores decisiones. Ofrece ejercicios y ejemplos para enseñarle a acceder a su sabiduría interior. Deje de estar ocupado y aprenda a utilizar su intuición innata para obtener una mayor visión e impulsar la innovación en su empresa. Crear espacio mental puede parecer contradictorio en medio de proyectos y plazos, pero podría abrir una nueva área de creatividad y permitirle responder en lugar de reaccionar.",https://www.getabstract.com/es/resumen/intuicion-decisiva/37800,leadership
Libro,El líder servicial,"En 1982 Ken Blanchard, coautor de El mánager al minuto, tuvo un despertar espiritual y acogió el cristianismo, el cual, según afirma, mejoró inconmensurablemente su vida. Él y el coautor Phil Hodges comparten sus experiencias espirituales a través de las lecciones que enseñan sobre el liderazgo de servicio. Combinan temas de negocios, autoayuda e inspiradores para explicar su enfoque. Las citas bíblicas y los grandes bloques de texto pueden hacer que la experiencia de lectura parezca entrecortada, pero vale la pena. La discusión de Blanchard y Hodge sobre la aplicación de la fe al mundo laboral habla ampliamente del cristianismo y sus creencias.",https://www.getabstract.com/es/resumen/el-lider-servicial/37455,leadership
Video,Cinco maneras de liderar en una era de cambio constante,"Según el experto en cambio organizacional Jim Hemerling, la mayoría de las organizaciones no gestionan el cambio de manera adecuada, responden sólo ante una crisis o hacen pasar los despidos como un programa de cambio. Hemerling explica a grandes rasgos cinco estrategias de transformación centradas en las personas que aceleran el cambio sin desanimar a sus trabajadores. getAbstract recomienda la refrescante perspectiva de Hemerling para un reto que enfrentan todas las compañías cuando operan en un ambiente que evoluciona continuamente.",https://www.getabstract.com/es/resumen/cinco-maneras-de-liderar-en-una-era-de-cambio-constante/28874,leadership
Libro,Liderazgo con pensamiento estratégico,"Aaron K. Olson y B. Keith Simerson, expertos en estrategias de negocios, ofrecen un manual básico del pensamiento estratégico, explican por qué es importante y cómo desarrollarlo y aplicarlo. Diseccionan los componentes necesarios del liderazgo estratégico y detallan cuatro tipos diferentes de líderes que sobresalen en estrategias. Sus ideas son especialmente valiosas a la luz de su preocupación de que pocos líderes de negocios entienden el pensamiento estratégico o saben cómo aplicarlo en el vertiginoso mundo de los negocios hoy en día. getAbstract recomienda esta guía clara y práctica para líderes, consejeros, consultores, académicos y estudiantes de negocios.",https://www.getabstract.com/es/resumen/liderazgo-con-pensamiento-estrategico/26739,leadership
Video,El manual de jugadas anti-CEO,"Hamdi Ulukaya, el fundador de Chobani, la marca de yogur estilo griego más popular de Estados Unidos, personifica el sueño americano: En 1994, el empresario turco emigró a Estados Unidos con solo US$3 mil a su nombre y ahora es el propietario de una empresa con US$1.500 millones en ventas anuales. Pero Ulukaya no encaja en el estereotipo de un CEO estadounidense. Por el contrario, como un autoproclamado anti-CEO, deja que otros valores, más allá del lucro y la codicia, guíen sus acciones. En una charla inspiradora y humilde, Ulukaya expone los principios de su “manual” de jugadas anti-CEO.",https://www.getabstract.com/es/resumen/el-manual-de-jugadas-anti-ceo/37037,leadership
Libro,Liderazgo en escala,"Para hacer frente al inestable entorno empresarial actual, las empresas deben aumentar su liderazgo. Robert J. Anderson y Bill Adams explican los mejores métodos, a partir de una investigación que preguntó a 50 mil líderes y empleados de todo el mundo: ¿Qué tipo de liderazgo, si existiera, permitiría a la organización prosperar en su mercado actual y en el futuro? El objetivo del estudio era identificar la naturaleza del liderazgo, despojado de todos los modelos, teorías, marcos y dogmas. Este libro comprensivo y técnicamente impresionante sobre liderazgo servirá a los líderes en todas partes.",https://www.getabstract.com/es/resumen/liderazgo-en-escala/37284,leadership
Libro,El libro de respuestas del gerente,"En esta práctica y útil guía de preguntas y respuestas, las consultoras Barbara Mitchell y Cornelia Gamlem abordan muchas de las dificultades ocultas a las que se enfrentan los gerentes y cómo pueden hacerles frente de manera efectiva. Los gerentes pueden equivocarse de muchas maneras y ni siquiera saberlo. Si acepta almorzar con un proveedor, podría estar violando una regla de la organización que prohíbe aceptar tales gestos. Si usted habla con un subordinado de manera inapropiada –en opinión de esa persona– podría recibir una demanda civil por acoso. Este manual será igualmente útil para nuevos gerentes, gerentes experimentados que enfrentan nuevos desafíos y gerentes que se incorporan a nuevas empresas que funcionan de manera diferente a la de sus empleadores anteriores.",https://www.getabstract.com/es/resumen/el-libro-de-respuestas-del-gerente/36588,leadership
Libro,Cómo desbloquear la creatividad,"El útil análisis de Michael A. Roberto orienta a los líderes para apoyar los talentos creativos de sus empleados. Identifica seis actitudes que bloquean la innovación, explica su impacto y muestra a los líderes cómo superar estos obstáculos, crear un ambiente abierto y estimular la creatividad de los empleados animándolos a explorar nuevas formas de hacer su trabajo.",https://www.getabstract.com/es/resumen/como-desbloquear-la-creatividad/37282,leadership
Libro,"75 maneras en que los gerentes pueden contratar, desarrollar y retener a los mejores empleados","En vista de los recortes de personal, los ascensos retrasados, las fusiones, los aumentos de sueldo tardíos y mucho más, las organizaciones contemporáneas se enfrentan a retos que hacen que estos sean tiempos difíciles para el manejo de empleados. Paul Falcone, veterano profesional de recursos humanos, presenta 75 tácticas probadas –de las que aquí se presenta una muestra selecta– para manejar e inspirar a los empleados al tiempo que se motiva la lealtad y el desempeño. Falcone explica lo que los gerentes pueden hacer para obtener la mayor productividad de sus empleados, y describe su libro como “un paquete de consultoría”. getAbstract recomienda su innovador manual a gerentes y profesionales de recursos humanos.",https://www.getabstract.com/es/resumen/75-maneras-en-que-los-gerentes-pueden-contratar-desarrollar-y-retener-a-los-mejores-empleados/27716,leadership
Libro,La valentía en el trabajo,"Si sus empleados son temerosos al cambio, necesitan un cambio radical de actitud y una buena dosis de valentía antes de que desanimen a sus colegas y socaven la productividad de su organización. El autor y asesor de fortalecimiento de valentía Bill Treasurer sabe cómo administrar ese medicamento. Cuando era joven, Treasurer temía a las alturas, pero superó su miedo y se convirtió en campeón de salto de altura. Llegó a ser capitán del equipo de salto de altura de Estados Unidos. Con base en sus audaces antecedentes, Treasurer toma un enfoque innovador: enseñar a gerentes a ser valientes e infundir valentía en sus empleados. En esta edición del décimo aniversario de su best seller sobre infundir valentía en el lugar de trabajo, Treasurer bromea diciendo que espera inscribir a sus lectores en la Orden Fraternal de Gerentes Valientes. Regístrese aquí.",https://www.getabstract.com/es/resumen/la-valentia-en-el-trabajo/36795,leadership
Libro,El poder del liderazgo positivo,"Practicar el liderazgo positivo le permite crear una cultura organizacional saludable y equipos cohesivos. La positividad aumenta su capacidad de tener éxito y de enfrentar los desafíos de la vida. El liderazgo positivo surge de tener fe en el futuro y la resolución de resolver problemas difíciles. Jon Gordon, que también escribió El bus de la energía entre sus otros éxitos de ventas, explica por qué la gente positiva tiende a trabajar más arduamente, ganar más dinero y tener éxito en muchas industrias, incluyendo la política y los deportes. Gordon complementa sus consejos con observaciones y estudios de caso. Sus consejos básicos y ocasionalmente profundos animarán a los líderes en busca de inspiración.",https://www.getabstract.com/es/resumen/el-poder-del-liderazgo-positivo/37452,leadership
Libro,Cómo gestionar programas complejos,"Tom Kendrick, explanificador de programas en Hewlett-Packard y actual director de programas para la gestión y administración ágil de proyectos en la Universidad de California en Berkeley, lo invita a su terreno de la gestión de programas complejos. Kendrick divide este proceso en partes manejables, desde el inicio hasta el cierre del programa, y apela a su propia experiencia en HP para iluminar su trayecto con ejemplos, modelos y lecciones aprendidas. También ofrece una excelente preparación para dominar los programas complejos, aunque algunos de los capítulos largos representan un desafío. getAbstract recomienda su manual a gerentes de proyectos que desean convertirse en gerentes de programas, a gerentes de programas en busca de más ideas y a gerentes de línea interesados en un reto para el desarrollo profesional.",https://www.getabstract.com/es/resumen/como-gestionar-programas-complejos/28120,leadership
Libro,¿Cuáles son sus puntos ciegos?,"Las estadísticas indican que alrededor del 70% de sus empleados sufren de falta de compromiso con su trabajo. Desafortunadamente, muchos líderes no tienen idea de cómo involucrar a sus empleados, a menudo debido a los insidiosos “puntos ciegos” en su pensamiento. Estas ideas de gestión erróneas se basan en información inexacta que se disfraza de filosofías empresariales y son destructivamente resistentes a los hechos. Seducidos por la atractiva simplicidad de estos puntos ciegos, los líderes los usan erróneamente como base para planificar y elaborar estrategias sobre cómo ellos y sus empresas deben relacionarse con sus empleados. El cofundador de Root Inc., Jim Haudan, y el director general, Rich Berens, advierten que si no se reconocen estos puntos ciegos, se puede asfixiar a los mejores empleados en lugar de darles la autonomía para que realicen su mejor y más comprometido trabajo. Para transformar su organización y liberar el potencial de sus empleados, los autores dicen que simplemente abra los ojos.",https://www.getabstract.com/es/resumen/cuales-son-sus-puntos-ciegos/36591,leadership
Libro,"Cómo llegar a “Sí, y…”","Los talleres de comedia improvisada se han convertido en una característica popular de la capacitación corporativa, pero Bob Kulhan, un comediante de la compañía de improvisación Second City, consultor de negocios y profesor, dice que generalmente no ofrecen mucho valor. En coautoría con Chuck Crisafulli, Kulhan argumenta que tales programas serían más relevantes si adaptaran las habilidades del escenario a las distintas exigencias de los negocios. Incluye la aplicación de principios de improvisación escénica como “suspender el juicio” y escuchar activamente otras situaciones. getAbstract encuentra que esta perspectiva refrescante sobre temas conocidos de negocios ofrece risas y lecciones para ejecutivos, empresarios y todos aquellos que necesitan pensar rápido.",https://www.getabstract.com/es/resumen/como-llegar-a-si-y/36564,leadership
Video,El beneficio inesperado de celebrar los errores,"En X (antes Google X), el fracaso no solo se celebra y se recompensa, sino que es una medalla de honor. Astro Teller, “capitán de los sueños lunares”, cree que esta filosofía es la única manera de que las personas enfrenten los desafíos más difíciles del planeta. getAbstract recomienda esta charla a gerentes que buscan inculcar en sus empresas la voluntad de correr grandes riesgos.",https://www.getabstract.com/es/resumen/el-beneficio-inesperado-de-celebrar-los-errores/27786,leadership
Libro,El líder comprometido,"En la era digital, la jerarquía corporativa tradicional ya no tiene cabida. Los directores ejecutivos fueron alguna vez figuras aisladas que dependían de muchos gerentes para obtener informes sobre clientes y empleados. Pero en la era digital, los líderes deben involucrarse para ser eficaces, dice la asesora Charlene Li. Los líderes contemporáneos pueden usar las redes sociales para monitorear el pulso del mercado; para cultivar relaciones con los clientes, empleados y grupos de interés, y para empoderar a los empleados al compartir información. En esta guía para principiantes sobre la estrategia digital, Li muestra cómo escuchar a miles de personas a la vez, cómo crear contenido en línea que capte seguidores y cómo involucrar a todos los niveles de su fuerza laboral. Li ofrece consejos para evitar que las redes sociales se conviertan en una pérdida de tiempo y explica cómo los altos ejecutivos pueden manejar las relaciones digitales hasta un punto idóneo, pero no excesivo. Aunque su manual no abunda en detalles, getAbstract lo recomienda como un charla motivacional para líderes, en especial para aquellos que aún se resisten a hacerse presentes en las redes sociales.",https://www.getabstract.com/es/resumen/el-lider-comprometido/27154,leadership
